skills,education,ID,Category
,"PLC, Coordinated, Integrated Airline's, Professional Knowledge, Inventory Control/Cycle Counts *, New Product Development * Organization/Time Management, Medical/Pharmaceutical, Global Operations Management * Personnel Management *, Bosch/Item Software, CNC, Project, State
Project management of assembly, AutoCad, Faith Christian Academy",38220146,ENGINEERING
"Current
 
Engineering Supervisor
 
City
 
","Solidworks, Algore FEA, AMD, ASTM, Matlab, ISO 9001, API, Process Engineering, Project Engineer
 
Qualified, ISO, Upheld, Energy Testing and Balance, PTFE, Develop, PEEK, TX, Education
University of Texas
 
, QA, CAD, Microsoft Office, AccuSeal, Created, Mechanical Engineering
 
City
 
, Highlights
Plastics Manufacturing Processes
Process Engineering & QA Management, LabView, Manufacturing Processes, State, Accuseal",38314236,ENGINEERING
,"Jul 2016
 
Company Name, SAP Labor, GPA, Meeting & Travel, Jul 1996
 
Company Name, Administrative Assistance
 
, Destructive Technology Groups SAP, BULK TELLER
 
Jan 1990
 
, Oklahoma Jr. College, State
FACILITIES ADMINISTRATOR",38535335,ENGINEERING
"Samsung, K2Ver, Tape Out, Routers","EM, Technical Staff
 
, LPF, Intel, Regulator, HFVCO, Hercules, Caliber, 09/2011
 
Company Name
Education, Qualcomm Pvt Ltd India, TSMC, Isolation, WTR, FF, Sun-Solaris, LDO, DFM, Analog Layout Engineer
 
, Operating Systems, WTR Mixer, Samsung, Skills
Cadence, WTR-RX/TX SYNTH, India
 
Electrical and Electronics, XL, ESD, QLNA, FAB, SPIRE, ICCT, Chip Assembly, 06/2017
 
Company Name, VSR, Visvesvaraya Technological University, RF, Synchronicity, LNA, BBF, Windows, WLP, Qualcomm USA",39835894,ENGINEERING
,"11/2019
 
Company Name
 
, Schenck Civilian Conservation Center
 
, 07/2016
 
Company Name
 
, Repair Work Planning
Groundskeeping, State, Customer Service",39855211,ENGINEERING
,"Mid-Size, Processes, Product Development, Programming, Quality, MATLAB, Non-Resident Graduate Scholarship Recipient, FORTRAN, Developed Pugh Diagrams, Fluid Mechanics, Benchmarking, Business Plan Development, CNC, Systems Engineering, Maruti Suzuki India Limited, DFMEA, the Quality Function Deployment, EGR, CATIA, Mechanical Engineering Intern
 
Jul 2014
 
Company Name, Automotive Systems Engineering, SDT, CNC Programming, Jun 2016
 
Company Name, QFD, System Engineering 'V', University of Michigan-Dearborn, VVT, Finite Difference Method, Gauss-Seidel, Mechanical Engineering
 
, Additional Information
HONORS, State
 
Automotive Systems, Collected Customer, Vehicle, Visvesvaraya Technological University, Business Plan Development, Vehicle Thermal Management, India
 
Mechanical Engineering, HyperMesh, MS Office Suite, University of
Michigan-Dearborn, MATLAB/Simulink, PES Institute of Technology South Campus, Automotive Powertrains",43752620,ENGINEERING
"Welding, Evaluation and Analysis, Assisted the Superintendent, Excel, Soldering","09/2000
 
Company Name
 
City
 
, 10/2010
 
Company Name
 
City
 
, Rangers, Skills
Windows XP Professional, Project Management
 Â, Superintendent
 
04/2003
 
, food & beverage, Skills
Billing, 02/2016
 
Company Name
 
City
 
, Knicks",44624796,ENGINEERING
"Nuclear and Commercial Quality Programs, Autocad, Highly Organized, Excel, Thermal Studies","ASME Section III NCA-3800/4000 Conducted, Project Budgets Multitasking, MATLAB, SAW, Training and Development
, Possesses technical & engineering, Additional Information
Academic Memberships Student, Roberts Filter Group
Areas of Expertise, Roberts Filter Group, Advisory Board Outstanding Teaching, Project Engineering & Production Product Design & Product
Development Testing
Knowledgeable in Welding & Fabrication, Quality, the World Nuclear University
Intern
 
June 2002
 
, Directed, Tulane University, Vista, the Tulane University Dean's, Michelin Tires
Affiliations
Engineering Intern Certification, Material Handling &
, Tau Sigma National Mechanical Engineering
, Current
 
Company Name, Unigraphics, France
Semester Abroad Program - Design of Heavy Truck Tires, NASA, CAD, Mechanical Engineering
 
, Co-Founder
 
, Pro-Engineer, Client Relationship Management
Continuous Process Improvement and Innovation
Team Building, PowerPoint, Internal & External Quality Audits, Instrumentation &
Control, Macintosh, 35MM, Mechanical Engineering, Honor Society American Society of Mechanical Engineers-Treasurer, schedules & workflow
documentation, Project Engineer/Engineering, Amer Industrial
Technologies
Brought, State
Fellow
 
, C Programming, Golden Key Honor Society, Pursuing Professional Engineering License, Strong Analytical Abilities
Articulate Oral and Written Communication
Quick Problem Resolution & Decision, Created, State
 
Mechanical Engineering
 
L'Institut Francais De MÃ, Project Management & Direction, SolidWorks, Processing Procedures, MS Office",47276718,ENGINEERING
Dynamic Stability of Grid-Microgrid,"Industrial Automation & Control, Control System Design, Power Electronics, Electrical/Instrumentation & Control Engineering, MATLAB, Fuzzy Logic Controller, Siemens, State
 
Company Name
 
/
 
Jun 2015, all Electrical & Instrumentation Installation & Commissioning, Panel, Material Requisition, NEC, Instrumentation System, Control & motor, API, Certifications
Certificate, Allen Bradley & Siemens PLC, Industrial Power System Protection, Additional Information
AWARDS, VSC of Battery, PLC, State
 
Electrical Engineering, Controller, Electronics, India
 
Instrumentation & Control Engineering, Field Instrument & Control Valve, RESEARCH & PROJECT 
Research, Digital 
Control 
System, Smart Brains Engineering Pvt, Asia - Pacific Broadcasting Union, Instrumentation & Control Engineering
 
, VFD, Honeywell, Shah Gas Development Project, Power World, UH, Siemens PLC, MTO, Hydraulic & Pneumatic, DCS, Analog & Digital, Professional Affiliations, Skills, LG PLC, Apollo, ESD, Apollo Knowledge Institute, Electrical & Electronic, Bachelor of Technology, Electrical Engineering
 
University of Houston, Spring & Summer 2017, ISA, Instrument Index, Instrument & Control Valve Datasheets, Cause, HMI, FAT, IEEE, System Design, Linear Multivariable Control System, IEC, SPI Intools, RESEARCH, Matlab/Simulink-Simpower, State
 
Company Name
 
/
 
, Instrumentation & Control Engineer
 
City
 
Company Name
 
/
 
Oct 2012
 
",47549345,ENGINEERING
"Toastmasters, Gold Star, Fortune 1000, Career Fair, Recruiting, Routing, Systems Management Server, MBA, Windows, Associate of Science
 
:
 
Mechanical Engineering Technology
 
,
 
1993
 
Central Piedmont Community College
 
Mechanical Engineering Technology
Associate of Science
 
:
 
Manufacturing Engineering Technology
 
,
 
1993
 
Central Piedmont Community College
 
Manufacturing Engineering
Technology
Bachelor's Degree
 
:
 
Business Administration
 
,
 
2011
 
Montreat College
 
, GPGP","Windows and System Center, Lincoln County School of Technology, Novell, Lincoln County School, Windows Platforms and System Center, Network Administrator
 
, VMM, Core (Setup, Cluster, Performance, Capella University
Additional Information Awards Delivering Commencement Address, Microsoft Operations, Connects, India Managers, Outlook, Exchange Server, State
 
Business Administration
Doctorate of Business Administration, Intune, CPCC, Current
 
Company Name
Managed, Exchange Management, TAM, Council, CSS, MACH, MSD, MSD LEAN, HIPO, Exchange, CSS Americas, Advisory, Windows, Cluster, Performance, Systems Management Server, WFM Staffing, Montreat College, Advisory Council, State
 
Business Administration
Master's Degree
 
:
 
Business Administration
 
, MSD Improve, Phillips 66, NA Managers, System Center Scenarios for, 03/1997
 
Company Name
Responsible",47919212,ENGINEERING
"MBA, Ti-Hybrid Floor Beams FAA, Sine Wave Structure","Change Management, 07/2010
 
Company Name, MS Project, Paint, Manage Opportunities and Risks, Business Administration, Project Management, Project Management Certification - Stevens Institute, AIW, Industrial Engineering, DIE, Professional Summary
Self, Fabrication Division, Oversaw the Project Management of the, Boeing Production System, Business Operations, Fabrication and Program Business Operations, Business Plan, Industrial Engineering
, Boeing, PMO, Project Managers, SMA/SDT, Skills
Project planning, State
 
Manage, Root Cause, Accelerated Improvement Workshop Certification Outgoing, Industrial Engineering Supervisor
 
07/2010, Lean Strategy, Sound IE Skill Team
Captain, Interiors, Financial Planning, TAL, Fabrication Division Floor Beam, RIO, South Site IE Process Council, Design Of Experiments, Current
 
Company Name, Skills
Assembly, MAX, MS Project, Tooling's, Fabrication Estimating, Honest, Interiors Responsibility Center South Carolina Project, 09/2008
 
Company Name, Council, Industrial Engineers, Seattle University, BCA, Led the Lean Steering, the Industrial Engineering Puget Sound Central Site, ERP, Interior, Industrial Engineer / Project, Industrial Engineer / Project Manager
 
09/2008, Industrial Engineer, Quick, MES, the Fab-Cell - 787 Sine Wave - Shop I.E., Employee Involvement/Engagement Teams, Auburn Site Core, Final Assembly, State, Daily Management and Load Chart System, Program Engineering, Employee Involvement Team, Leadership Team",49127329,ENGINEERING
"Horizontal Well, Horizontal 
Wellbore, CFD-DEM","Powder Technology, Experimental, XGBoost, 05/2013
 
Company Name, MATLAB, Selecting Metal
Mesh Screens, CFD, http://dx.doi.org/10.1016/j.ijmultiphaseflow.2016.05.001, Reservoir, Confocal Microscopy, Taiwan
 
MECHANICAL ENGINEERING Design, DEM, Standalone-Screen Applications, CFD-DEM Simulation, QMT-TW, the Predicted
Performance of Multilayered 
Metal-Mesh Screens, Operations, SPE Drill & Compl, DAS, SPE, AFM, Taiwan
 
POWER MECHANICAL
ENGINEERING Presidential Award and Scholarship, Computational Fluid Dynamics and Discrete Element Method Codes, Develop, TX, Pandas, SQL, Kaggle Titanic, SPE-184861-MS, LAMMPS, INTERN, Selecting Metal Mesh Screens, SAND CONTROL SCREENS, Programming, PETROLEUM ENGINEERING Scientific Computation
 
City
 
, SPE
Journal, COMSOLÂ®, MECHANICAL ENGINEERING
 
City
 
, Python, Simulation, SQL, SPE Drilling and Completion, 12/2016
 
Company Name
 
State
Project: Develop, Taiwan Bio-Nano Youth Initiative, ConocoPhillips Fellowship, CFD-DEM Simulation of Hydrodynamic Bridging, iMoD, SPE-179117-MS, Hydrodynamic Bridging, ISSN, State
 
PETROLEUM ENGINEERING Scientific
Computation Dissertation: Modeling Particulate Flows, Linux, Machine Learning, the Taiwan Army, Fracture Modeling Tools, SPE Drilling & Completion, TensorFlow",50328713,ENGINEERING
"Scrum, Cognos, Apache, Eclipse, Apache, Cognos, Crystal, Eclipse","State
Orchestrate, SQL, State
 
Computer Science
Information Systems, MCI WorldCom, PHP, JavaScript, ETL, SQL Server, SSRS, ASP.NET, Dojo, Education
Computer Science Information Systems
 
UNIVERSITY OF LOUISIANA ASHFORD UNIVERSITY, SharePoint, Bancorp, SSIS, MVC, Supervisor/ Developer, Current
 
Company Name",51588273,ENGINEERING
,"Macro Economics, Reverse Osmosis Multi Element Module, Highest Rank, Additional Information
HTML Java Programming Activities Sports, Sprint, Walk/Run, Lynchburg College, Haiti Assistance League of Northern VirginiaÂ, Eagle Scout, MS Powerpoint, Indian Head Military Base, Arlington National Cemetery, Skills
Proficiency, Wiring, Industrial Wireless Network Bridge, Visual Basic, MEP, Software, the US State Department, Seagate, Programming, Minor
Sports Management Micro, Professional Summary
A Computer Science, Minor Sports Management Micro, Researched, Acquired,, Cooler Master V8 GTS, Data Structures & Analysis, CPU, Macro Economics
 
Computer, Seagate Barracuda, RAM, BIM",54227873,ENGINEERING
"HP Servers Test
Expert, F400, F, F200, 180/185 G6
3PAR, BL 460, Excel, 465c","ProLiant, SAS, 3PAR/EOS WIP Audit, ML, K Fiber Channel, Site Engineering, ML 330 G6, Bachelor of Military, Systems Integration, Assembly, UPG 3PAR Racks, Build Quality, BL 490c, Data Entry, Inventory Control, Data Entry, Install, MSN, HP Servers, EOS, Storage Systems, Assembler Hard, Develop, Current
 
Company Name, WIP, Power Point, Fiber Cable, Data Entry/Records
Management
Expert, Microsoft Office, Cable, HP ProLiant Tower Servers, Customer Service, HP, ML 310 G5, IBM, ML 350 G6, BL, State
Assembly, 3PAR Racks",55595908,ENGINEERING
"Labview to Engineering Students, Autocad","Nationals Instruments, Magnetic Flux, ASME, Cadence and Altium Designer, Highlights
Fluent, Project, Altium Designer, Project Engineer, the Motor
and Motor, FMEA, UL, Modify PCB, Oscilloscope, Signal, ITESM, EIT, Project Engineer /Electrical Design Engineer
 
Company Name, PCB, INS, SAP, Altium, EPC, Parnaiba Brazil, BOM, Versatile bilingual Electronics and Instrumentation Engineer",55953734,ENGINEERING
"GeoExplorer 6000 Series, Crystal Reports
Creating Tree, Photoshop","Fiber
Optics Reviewed Plan Checks for GWP Fiber Optics Plotted, Underground/Overhead Distribution, the American Society of Engineers and Architects Club, Howard Substation Updated, Pathfinder Office, ArcFM, Fiber Optic, Approved Electrical, Street Lighting and Wiring, Magellan Mobile Mapper, GCC Certificate, City Fiber, MicroStation, California Polytechnic State University, Wiring, HPS Conversion, CA, MS Access, Operating Systems, Electric, Updates, Crystal Reports, Company Name, Digitized, Telvent, the Utility Operation Center, Helped Engineering, the American Society of
Engineers and Architects Club, Mapper 6, Cartographic Design Using, Vista, Assisted, MS Project, CAD, HPS, Service Point, MS
Access, Disconnected, Microsoft Office, Clinometer 
MicroStation (Basic, Electrical Planners - New, ArcFM Created, Digitizing of Fiber Optics, Updated Glendale's, Adobe, Photoshop, Illustrator, Customer Service, Garmin Oregon, Service Drops, ISD, Highlights
Operating Systems, Conversion, GPA, TerraSync, Glendale Community College
 
Architecture
Civil Design Technology, GIS / ArcFM, Gamma Mu Social Sciences
Associates Degree
 
, EV, InDesign, GIS Installation of ArcGIS, ESRI Certificate, Substructure, Substation, Fiber Optics",56691064,ENGINEERING
,"XRD/XRF, Corrosion and Materials Engineering Intern
 
City
 
, Colorado School of Mines 
, Corrosion, Materials Engineering, Operations, Society of Mining, Pipeline, European Minerals Engineering Course, Involvement Tau Beta Pi Engineering Honor, Aalto University
 
2014
 
Materials and Metallurgical Science 
City
 
, Metallurgy, Laboratory,, Wroclaw University of Technology
 
, Blue Key Honor Society, Colorado School of Mines
 
, Metallurgical Engineering, Skills
Metallurgical",60004873,ENGINEERING
C-17,"the Mission Bays of LCS 3, PoPÂ 
Systems Engineer, Microsoft, Requirements Engineering Creation, System Architecture
Design, US Navy, Emirates Airlines, GD&T, State, Current
 
Systems Engineering, Bradley Fighting Vehicle Simulator, Safety Engineering, Skills
Technical Management:
 
MS Project, Agile Software Development, Technical Program, Material Callouts
Development, Company Name, State
University of California, LCS, DFA/DFM, Hardware-Software Integration Rational Requisite Pro, Unigraphics, Education
University of Central Florida, Company Name
 
, DOORS, Multifaceted Technical, Launch and Recovery Systems
Key, State
Technical Program, Customer Management
Systems
 :, Data Analysis, Intralink, Windchill
Drafting:
 
Engineering Drawings, ClearQuest, Cage Codes, Mechanical Engineering
 
City
 
, RTV, Lead Systems Engineer for LCS Mission Bay Trainer(MBT, IMI",61579998,ENGINEERING
"Thermal Oxidizing, Rotational, Root cause","Time, 09/2002
 
Company Name
Responsible, Electrical/Mechanical Technician
 
07/2008
 
, Project, State
Installed, Highlights Proficient, Electronics/Electrical, Navy, 08/2014
 
Company Name
 
State
Updated Piping, Intralox, BC, PLC, Louisiana Tech University, 01/2011
 
Company Name
 
City
 
, Mechanical Engineering Intern
 
05/2013
 
, IPC/PLC, Data Acquisition, Navy Ships, 08/2013
 
Company Name, Honeywell, Modifications Supervisor, Wired, navy, Electro Catalytic, Coordinated, Microsoft Office, LRV Trains, 02/2006
 
Company Name
 
State
Installed, Electrical/Electronic Technician, Mechanical Engineering, USA
 
Mechanical Engineering, Bombardier, Knorr, SolidWorks Facility, Marine Electrical Technician
 
, 04/2004
 
Company Name
 
City
 
, PTU, LRV",62071407,ENGINEERING
"H.264, Scrum, CA, Nexio, Nexio LAN, Needed, Reuse Innovation Award","MFC, JavaScript, OOP, Project, State
Harris Corporation, LAN, API, ATL, IPC, Burbank, Initiated, SOA, Leitch, Mercurial / Jenkins, Approach, Software Engineer
 
Company Name, Communication Engineering
 
National Institute of Technology
 
, Innovation, IP, SDK, MB, UI, Hardware, XML, DLL, SAN, SAX, Render Bank, Unicode, NAS, State
Development, UMID, SOA Created API, GPRX, Principal Software Engineer
 
Company Name, STL, Content, AAC, GUI, Transcoder, ScrumMaster, Software Engineering, FTP, Star Media, City
 
India
 
Electronics and Communication Engineering
Products:, TCP, BCD, Media, CLI, State
 
Computer Science
B.E",64468610,ENGINEERING
"Published Work
Research Paper:
 Â 
K.P.S. Rana","Allen Bradely PLC, FPGA, Experimental Techniques 
Volume, C/C++, Fractional Order PI, Distributed Control
Systems, Green House, PWM, CSIR-NPL and Metrology Society of India, 06/2015
 
Company Name
 
City
 
, Netaji Subhas Institute Of Technology
 
City
 
, IR, NSIT, PI, Skills
Design Software, Cadence Virtuoso
Programming Languages, Fuzzy PI, Electrical Engineering, 07/2011
 
Company Name
 
City
 
, Synopsys Design Vision, Intern
 
, Verilog
Operating Systems, 06/2014
 
Company Name
 
City
 
, Programmable Logical Controllers, PID, Distributed Control Systems, Based Chain Conveyor Tripping System, 07/2012
 
Company Name
 
City
 
",64755882,ENGINEERING
"AutoCad 2015, The Veer Towers, Excel, Licensure for Plumbing/Pipefitting","Council, San Diego State University, The City Center Project, Stainless Steel, Cast Iron, Microsoft Word, Time Share, the State of Subdivision Map Act, Casino, Veer, The Blue Green Club, Vincennes University/Purdue University ATC
 
, PMP Institute, State
Professional Project Manager BootCamp
 
, State
 
Engineering Intern, State, Micro, Med-Gas Certified",74236636,ENGINEERING
"Solidworks, Microstation, Removal of Toxic Metals, Determined, Excel","Combustion, ASME Engineering Design, Drafting & Documentation Standards, MATLAB, CNC Machine, Compact Inserts Drying Machine, CFD, Fluid Mechanics, GD&T, DSC-TGA, SILVENT, BioBlock Using TGA, Gas Dynamics, Word, Microstation, Mill, Oil, Mechanical Engineering Intern, 07/2011
 
Company Name, 05/2013
 
Company Name
 
City
 
, Manufacturing Engineering Intern, Industrial Fluid Power, Maintenance, Repair and Overhaul, Numerical, Project Managers, IC Engine', SUNY, University at Buffalo
 
GPA:, PTC Creo, Combustion
Laser Diagnostics, MRO, Avionics and Accessories, DSC, the DSC Finally, Fixed, Fluids and Thermal Sciences, MMM College of Engineering, ANSI Document Control & Management System, Engineer, New York State Energy Research and Development Authority, Microsoft Office, Metallurgy, Machine Design, Mechanical System Design, PVG College, First Order Lax Friedrich Scheme, 08/2014
 
Company Name
 
City
 
, Society of Automotive Engineers, PowerPoint, Skills Academic, Mechanical Engineering, Scheme, Performed, Closed-Ended Oscillating Heat Pipe, Combustion Engineer, Lax Wendroff Method Fundamental, GPA, Oil/Gas Permanent, Wastewater, Applied Thermodynamics, Turbomachines, System Design, CNC, Direction, Documentation, Drafting, Successive Over- Relaxation, the Wave Equation, Pro/Engineer",77828437,ENGINEERING
"Pacific 400 ton, Excel, Stamping","Time, Design For Manufacturing,, Fleetwood Motorhomes - robotic, Ncr, Outlook, Purchasing, Schematics, Stainless Steel, Crest Audio, Amada, ATM, NCR, Southern Environmental, 5S/Kaizen Event/Kanban Training, Playworld Systems, Motoman, Robotic, Robotic Welding,, Mig, Ms Excel, VP Manufacturing, Trafcon Inc - manufacturing, Amada FMS, Raleigh NC - design, Cost Analysis, Inspection, Collection, Flux Core, Manufacturing Engineer, Project Management, Shear, Sorting, Autocad, Electrical Schematics, Kanban, Digital Resources DB32 Punch/Plasma, Compressors, Inventory, Stamping Dies, Maintenance, Customer Service, Powder Coating,, MS Excel, Mechanical Engineer, Current
 
Company Name, Engineer, EncompixDie Setting Training, Designer/Drafter
 
, ITW, Hershey Medical Center - design, Mechanical Engineering, Hardox 450, Creation, Better Engineering -
, Shop Floor, Tooling, Air Conditioning,, Lutron Electronics - design, Lean Manufacturing, Lean Manufacturing Training, Skills
Welding, West Virginia Institute of Technology Montgomery, Q&A, Cost Estimating, Morrison Truck
Bodies, Cnc Programming, Cabinets, Chassis, Circuit Board, Control
Panel, Conveyors, MIG/TIG
Welding, Automotive Cnc, Cnc, MG",81125166,ENGINEERING
316L,"Management of Change, Chemical Engineering
 
University of Alabama
 
, the University of Alabama, Chemical Engineer, Competencies
Project, Hydrogen Peroxide, OAM, Peer Mentor
Technical Skills, the Chemical Engineering Summer, Microsoft Office, CHEMICAL ENGINEERING, DCS, USA
 
Graduated, OEE, SAP, Alpha Kappa Psi - Professional Business Fraternity
UA College, AkzoNobel, Chemical Engineering, American Institute of Chemical Engineers, MES, EPI
Structural red-line, Chemical Engineering Summer School, ChemCad, International Baccalaureate Program
 
Fairhope High School
 
, Microsoft Office
Quality",82125182,ENGINEERING
"Routers, X-86","State
Certified WWOPS Final Analysis Manufactured Training, WAN, Layouts & workcell design, NEC, ECN, State
 
Electronics Technology, Assembly, OSI, Riverbed Steelhead, Sturgeons, Oscilloscope Tektronix, android mobile, Cable Modems, Takt Time, Android, Oscilloscope, CAD, Test Engineer, Deviations, HP, Cat5, Agilent 83480A, View Expert CAD Design, TestExpert, CCTV, DFT, Chemistry and Mathematics
 
, AC/DC, BSEE, McAfee, Riverbed, Kanban, Agilent E5061B-3L5 LF-RF Network Analyzer, Provided Technical Support to Field Technicians, Netscape, Network, Networking, Networking Essentials, Surveillance System, SMT, QRQC, FPY, VIT, MES, TDS, Troubleshoot CCTV Security, CPU, Fluke 26III True RMS MM, RF Circuits Design Techniques, FCC, ETN, TEXMAC Flying, View, Netscape, OSI Layers Knowledge
Windows XP Pro-Win 7 Mac OS, Switches
Cable Modems, RMS, Skills
Assembly, Silverspring, Sunpower & Sable, Security Access Control, Residential, Engineers, SUN Microsystems, Heald College School of Technology
 
, McAfee, SQL Server, GPA, BOM, Alarm Systems for Government, NPI, Intel, Provided Technical Support, Shell
Programming,, Visual Aids, Applied Lean Six Sigma, Signal Generators, Assisted Manufacturing Engineers, Create MES, Digital/Analog, Prepare, Current
 
Company Name, WIP, Created Visual Aids, Integration System Engineer
 
Jul 2005
 
, Workflow Analysis, Jul 2005
 
Company Name, Script & Shell Programming
Networking Essentials
Networking Cabling Cat5e, Northwestern Polyphonic University, Mar 2003
 
Company Name, TCP",82246962,ENGINEERING
,"Renaissance Fairs, QC, Calibrations, Current
 
Company Name
Started, CNC, Bedford Ind. Technical, Arts
 
North Hennepin Community College
 
, Access, MS Office, Die Design, FDA, AutoCad Inventor, American Red Cross, Science Pre-Engineering
 
, DOE, DSC, REACH, Ind, Indexing, First Aid, PRIDE, HELB, Microstructures, State
 
Arts 4.0 Skills & Abilities Statistical Process Control 
Design of Experiment, QA, Certified CPR & First Aid, EIT, ASQ, Engineer, Design of Experiment, Coatings, EU, Design of Experiments, Instron, State
 
Science Pre-Engineering, CPR, Safety, National Honor Society, MS Office/Access 
Machine Design 
Plastic Injection/Extrusion 
, Bartender - Sharx Night Club, Statistical Process Control, the Nuclear Regulatory Commission, St. Cloud State University, Nuclear Management Company Awarded, Advance Regressions, Manufacturing and Quality Engineer, Paraprofessional - Independent School, Safety and Maintenance, North American Carousel, MS Office, State, Crisis Prevention and Intervention, SPC",86209934,ENGINEERING
"Sales and Marketing, UL Standards, Lighting Solutions","State
 
Senior Design Engineer
Collaborated with Architect and Lighting Designer, ASME, Project Management
, Underwriters Laboratory Standards, Designed Lighting, ADA, Skills
Microsoft Office, Edge, ETL, ADA & Local Fire Codes, Microsoft Project, QA, Fire Safety Codes, CAD, Pro/Mechanical, New Jersey Institute of Technology
 
City
 
, the Manufacturing Department, Microsoft Office, ENGINEER, Supported Product Management, Lighting Specifications, UL Inspector, Lighting, Marketing, State
 
Mechanical Engineering
 
Master of Science
 
Mechanical Engineering
University of Guyana
 
City
 
, Microsoft Navision, Specification Sheets Supported, Safety Codes, Guyana
 
Mechanical Engineering
 
Bachelor of Science
 
Mechanical Engineering
Work History
Company Name
Company Name, State
 
Design Engineer, BOM, Pro/ENGINEER, the Graphics Designer, Product Management, State",86828820,ENGINEERING
Cognos,"State
Data Center Network Engineer, Microsoft SharePoint, YOY, Microsoft, Professional Affiliations
Certified Project Management Professional, Industrial Engineering CMM, MS Access, MS Dynamics, Employee Development &, Capital Goods Manufacturing, OMNEX, Industrial Engineering, SharePoint, PMI, PLM, 01/2009
 
Company Name, Project
Management & NPI/NPD, NPD, Siemens, Design for Manufacturing and Assembly, Caesars Entertainment, Project
Management, Wynn Resorts, Operations, FMEA, Program Management, GSC, 01/2016
 
Company Name, Key Contributions & Accomplishments, ELT, Performance Assessment Intern
 
, Microsoft SharePoint Essentials, Epicor, BoD, KPI, VP Operations, MIS, Gaming, & Technology
Consistent, Project Manager
 
, Microsoft Project
Management Essentials, Investors/Analysts, IEEE Engineering Management Society, Crucial Conversations, Cognos, Configuration Management, Employee Development, SolidWorks PDM, PDM, Customer
Service, NPI/NPD, MGM Resorts, Project Management Institute, Lean Manufacturing, Manufacturing Engineering, Customer Service, 01/2003
 
Company Name, Strategic Planning, Systems Management, Order Fulfillment, PM Data Center Network Engineer, University of Nevada
 
Finance, TM1
MS Access, Project,, NESA National Eagle Scout Association, SolidWorks, P&L, NPI, ERP, VitalSmarts Inc., Business Intelligence, Network Engineer, Global Marketing",90280583,ENGINEERING
V5,"02/2016
 
Company Name
 
Fixed, Pneumatic, 11/2019
 
Company Name, Student Team, Manufacturing Intern
 
, MATLAB, City
 
Utilised GD&T, PFMEA, Preventive Maintenance, Mechanical Intern
 
, CNC, Maintenance Engineering Co-Op
 
, GD&T, Product Design, Project Management, SharePoint, Automotive Engineering
 
, Transmission
Catia, NX Unigraphics, Unigraphics NX, Computer-Aided Design, Project Management, Design of Exp, 02/2015
 
Company Name, Mechanical Design, Manufacturing Processes, NX
Unigraphics, ORACLE, Vibe, Project
Management, FMEA, Bachelor of Engineering, DOE, DFM, Computerized Maintenance Management System, Electrical, Maint Work Orders, Statistical Data Analysis, Pam-Stamp, Catia
Machining, Project Management, Design of Exp, Software, Purchasing Dept, Assisted Continuous Improvement, QFD, IBM Maximo 7.6, Microsoft Project, Unigraphics, CAD, Microsoft Office, Mechanical Engineering
 
, Continuous Improvement, Data Analysis, Design, Root Cause Analysis, Quality Function Deployment
, Catia
MMachining, Implemented Lean Manufacturing, Mechanical Engineering, SSoftware/Tools, Failure Modes and Effects Analysis, Lean Manufacturing, SStatistical Data Analysis, Analysis & Simulation, Microsoft Office Suite, IBM, Catapult, Visvesvaraya Technological University, GPA, Microsoft Project
SharePoint
, Champion for Spindle Vibration Analysis, SPC, SolidWorks, State, Statistical Process Control (SPC, MAINTENANCE ENGINEERING CO-OP
Experience
Maintenance Engineering Co-Op
 
, Catia",96029688,ENGINEERING
"Fortune 500, Reviews","Management Information Systems, LAN, IT Department, OPERATIONS, Hardware Systems, Strong Communication Skills
Customer, Qualifications
Technical, Bridges
Software Development Life Cycle
Systems Applications
Systems Development
Systems Implementation
Systems Integration, Training
Masterof Science
 
: 
Information Systems, LAN/WAN/VPN, Computer Information Systems Specialist II, Current
 
Company Name, Bowie State University, University College
 
, Career Overview, FINANCE, Wireless Nation, Productivity Improvement
Technical Skills
Skills
Experience
Total Years, Software Engineering, State, University of Maryland",10549585,FINANCE
"AS400, TimeSaver, Manage","Manage, SAS, 12/2008
 
Company Name, 01/2008
 
Company Name, ADP, UltiPro, SOX, 07/2011
 
Company Name, EZLabor, IFRS, Supply Chain, Great Plains, UNIVERSITY OF PHOENIX
 
, SQL, Sinclair Community College, E-Time Heavy, Access, Excel,, Wright State University, SAP, SBT, EasyPay, FINANCE, Supply Specialist, BA, 05/2014
 
Company Name, D&B, Supply Chain Developed, MS Office, State, Introduced Lean Manufacturing",11441764,FINANCE
,"Database, Inventory, Business Administration Human Resource Management
 
Western International University, G/L Analysis, State
Financial, Evaluate, FINANCE, Negotiate, Customer, P&L, SOX, Monitored, Mason University
Accounting Honors, Team Training and Development
Highly Analytical
Budgeting, FSA, Skills
Accounting, Current
 
Company Name",11490673,FINANCE
Height and Weight Hobi/Hobby,"-Akuntansi/Finance/Auditor/Marketing Career, Mitra Manunggal Mahardika, Professional Summary, State
 
Certifications
Instansi / Perusahaan : Wall Street Institute, Status Marital, Tempat Kelahiran/ Date, 06/2012
 
Company Name, Pelatihan /Educational and Professional
Qualification Jenjang Pendidikan, Skills
Superior, State
 
Analyzed, SPO, State, Finance, Kwik Kian Gie School of Business
 
- 
City
 
, Current
 
Company Name",11877150,FINANCE
